Movie Name,Cast
Vijetha,"Chiranjeevi, Bhanupriya, Sarada, Gummadi, R. Narayana Murthy, Bramhanandham"
Vivekam,"Ajith Kumar, Kajal Aggarwal, Akshara Haasan, Vivek Oberoi, Thambi Ramaiah, Karunakaran"
Whistle,"Jiiva, Gayathri Krishnaa, Vivek, Lal Jose, Anand Raj, Manobala"
Yamagola,"N. T. Rama Rao, Jaya Pradha, Rao Gopal Rao, Kaikala Satyanarayana, Allu Ramalingaiah"
Yamudiki Mogudu,"Allari Naresh, Eesha Rebba, Richa Panai, Naresh, Chandra Mohan, Sayaji Shinde"
Yamudu,"Suriya, Anushka Shetty, Prakash Raj, Nassar, Vivek, Manorama, Saranya Ponvannan"
Zombie Reddy,"Teja Sajja, Anandhi, Daksha Nagarkar, Getup Srinu, Harshavardhan, Raghu Babu"
Remo,"Sivakarthikeyan, Keerthy Suresh, Sathish, K. S. Ravikumar, Saranya Ponvannan, Rajendran, Anson Paul, Yogi Babu, Anirudh Ravichander"
Robinhood,"Nithiin, Sreeleela, Vennela Kishore, Rajendra Prasad, Devdatta Nage, Shine Tom Chacko"
Sardaar,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjana, Bramhanandham, Ali, Tanikella Bharani, Mukesh Rishi, Rao Ramesh, Pradeep Rawat, Kabir Duhan Singh, Urvashi, Tisca Chopra, Pooja Ramachandran, Posani Krishna Murali, Brahmaji, Sudigali Sudheer, Raghu Babu, Dheer Charan Srivastav, John Kokken"
Sarkar Vijay,"Vijay, Keerthy Suresh, Varalaxmi Sarathkumar, Racha Ravi, Yogi Babu, Pala. Karuppiah, Tulasi, Prem, Livingston, Singampuli, J. Livingston"
Sakshyam,"Murali, Suresh Gopi, Gautami, Manju Warrier, Innocent, Nedumudi Venu"
Sardar Gabbar Singh,"Pawan Kalyan, Kajal Aggarwal, Sharad Kelkar, Sanjjana, Bramhanandham, Ali, Tanikella Bharani, Mukesh Rishi, Rao Ramesh, Pradeep Rawat, Kabir Duhan Singh, Urvashi, Tisca Chopra, Pooja Ramachandran, Posani Krishna Murali, Brahmaji, Sudigali Sudheer, Raghu Babu, Dheer Charan Srivastav, John Kokken"
Saradaga Kasepu,"Allari Naresh, Nyra Banerjee, Srinivas Avasarala, Ahuti Prasad, Jeeva, Kondavalasa, Duvvasi Mohan, Krishna Bhagavan, Narsing Yadav, Jhansi"
Solo,"Nara Rohith, Nisha Agarwal, Prakash Raj, Sayaji Shinde, Jayasudha, Ali, Srinivas Reddy, Rao Ramesh, M. S. Narayana, Sree Vishnu, Ravi Prakash, Pavitra Lokesh, Praveen"
Swayamvaram,"Shobhan Babu, Jaya Pradha, Rao Gopal Rao, Gummadi, Anjali Devi, Dasari Narayana Rao"
Tata Birla Madhyalo Laila,"Sivaji, Krishna Bhagavan, Tanikella Bharani, Laya, Ali, Bramhanandham, M. S. Narayana, Venu Madhav"
Thoofan,"Ram Charan, Priyanka Chopra, Srihari, Prakash Raj, Tanikella Bharani, Ankur Bhatia, Mahie Gill"
Tirumala Tirupathi Venkatesa,"Srikanth, Ravi Teja, Roja, Maheswari, Kovai Sarala, Bramhanandham, Sunil"
Upendra,"Upendra, Raveena Tandon, Prema, Damini"
V,"Nani, Sudheer Babu, Nivetha Thomas, Aditi Rao Hydari, Vennela Kishore, Tanikella Bharani, Naresh, Rohini, Jayaprakash, Harish Uthaman, Ravi Varma, Raghu Babu, Getup Srinu"
Victory,"Nithiin, Mamta Mohandas, Sindhu Tolani, Shashank, Ashutosh Rana, Bramhanandham, Ali, M. S. Narayana, Ajay, Ravi Babu"
Vikramarkudu,"Ravi Teja, Anushka Shetty, Vineet Kumar, Bramhanandham, Ajay, Nassar, Rajeev Kanakala, Ravi Prakash"
Villain,"Rajasekhar, Neha Dhupia, Tulip Joshi, Prakash Raj, Vijayan, Sujatha, Sivaji"
Whistle,"Vijay, Nayanthara, Jackie Shroff, Kathir, Vivek, Yogi Babu, Daniel Balaji, Anandaraj, Indhuja Ravichandran, Reba Monica John, Varsha Bollamma"
Ye Maaya Chesave,"Naga Chaitanya, Samantha Ruth Prabhu, Krishnudu, Sudheer Babu, Sanjay Swaroop, Surekha Vani, Lakshmi, Adarsh Balakrishna"
Yamagola,"N. T. Rama Rao, Jaya Pradha, Rao Gopal Rao, Kaikala Satyanarayana, Allu Ramalingaiah, Mukkamala"
Yeto Vellipoindhi Manasu,"Nani, Samantha Ruth Prabhu, Krishnudu, Ravi Babu, Lakshmi, Surekha Vani, Vidyullekha Raman, Noel Sean"
Yuva,"Ajay Devgn, Abhishek Bachchan, Vivek Oberoi, Rani Mukerji, Kareena Kapoor, Esha Deol, Om Puri, Anant Nag, Sonu Sood, Vijay Raaz"
Yuva Raju,"Venu Thottempudi, Samiksha, Bhoomika Chawla, Sunil, M. S. Narayana, Bramhanandham, Ali"
Varasudu Vijay,"Nagarjuna, Nagma, Krishna, Suman, Bramhanandham, Tanikella Bharani, Kota Srinivas Rao"
Vikram Kamal Hassan,"Kamal Hasan, Satya Raj, Lissy, Dimple Kapadia, Amjad Khan, Charuhasan, Janagaraj"
